action_type,action_code,abbreviation,communities,consumer_tags_AML,consumer_tags_Finance,consumer_tags_Regulatory,date_range_function,header_information_header_support,header_information_no_header_column,parents,pii_information_csv_column_encryption,pii_information_decrypt_method,pii_information_encryption_support,query_reference_database_name,query_reference_query,query_reference_query_version,report_file_name_pattern,report_name,schedule_crontab,schedule_timezone,start_date,_row_index,dataset,source_system
REPORT,sports_pool_results_report_categorized_bop,SPRRCB,,False,True,False,get_current_date_6am,PdfHeader(),False,"sports_pool_results_report_bop, digital_sport_pool_transaction_feed",,,,SDP,./scripts/WH/US_ALL/05_Queries/Reports_BOP/BE/Daily/RPT_12_RESULTS_REPORT_CATRGORIZED_SPORT.sql,v2.6.1_1.9_1.0,AZ/Sports_Pool_Results_Categorized/{ed_year}/{ed_month}/{ed_day}/sports-pool-results-ticket-report-categorized-{fd_year}-{fd_month}-{fd_day}.csv,Retail Sports Pool Results Report Categorized,5 17 * * *,Etc/UTC,2025-03-01 15:05:00,109,,
SENSOR,digital_sport_pool_transaction_feed,DSPTFS,,,,,get_current_date_6am,,,,,,,SDP,"SELECT (SELECT case when max(ifnull(ifnull(""SETTLED_AT_LOCAL"",""PLACED_AT_LOCAL""), w.""SYSTEM_UPDATE_DATETIME"")) > '{{ To_date }}' then true                     else false end         FROM   sdp.core.bet w join sdp.core.domain d                 ON w.domain_id = d.domain_id         WHERE  domain_code = '{{ DomainCd }}')    and (SELECT case when max(""MESSAGE_TIME_LOCAL"") > '{{ To_date }}' then true                  else false end      FROM   sdp.core.bet_asset_flow w join sdp.core.domain d              ON w.domain_id = d.domain_id      WHERE  domain_code = '{{ DomainCd }}')    and (SELECT sdp.audit.is_etl_completed(' DIGITAL_SPORT_POOL_TRANSACTION_FEED ',                                        '{{ DomainCd }}',                                        '{{ To_date }}')) ;",,,,5 17 * * *,Etc/UTC,,110,digital_sport_pool_transaction_feed,AZ
REPORT,sports_pool_results_report_categorized_month_to_date_bop,SPRRCMTDB,,False,True,False,get_current_month_to_date_6am,PdfHeader(),False,sports_pool_results_report_bop,,,,NJ_Prod,./scripts/WH/US_ALL/05_Queries/Reports_BOP/BE/Monthly/RPT_12_RESULTS_REPORT_CATEGORIZED_SPORT.sql,v2.6.1_1.9_1.0,AZ/Sports_Pool_Results_Categorized_Month_To_Date/{ed_year}/{ed_month}/{ed_day}/sports-pool-results-ticket-report-categorized-month-to-date-{fd_year}-{fd_month}-{fd_day}-to-{ed_year}-{ed_month}-{ed_day}.csv,Sports Pool Results Categorized Month To Date Report,35 17 * * *,Etc/UTC,2025-03-01 15:35:00,111,,
REPORT,sports_pool_results_report_month_to_date_bop,SPRRMTDB,,False,True,False,get_current_month_to_date_6am,PdfHeader(),False,sports_pool_results_report_bop,,,,NJ_Prod,./scripts/WH/US_ALL/05_Queries/Reports_BOP/BE/Monthly/RPT_11_RESULTS_REPORT_SPORT.sql,v2.6.1_1.9_1.0,AZ/Sports_Pool_Results_Month_To_Date/{ed_year}/{ed_month}/{ed_day}/sports-pool-results-ticket-month-to-date-report-{fd_year}-{fd_month}-{fd_day}-to-{ed_year}-{ed_month}-{ed_day}.csv,Sports Pool Results Report Month To Date,35 17 * * *,Etc/UTC,2025-03-01 15:35:00,112,,
REPORT,sports_pool_transaction_report_bop,SPTRB,,False,True,False,get_current_date_6am,PdfHeader(),False,generic_reporting.az_004.recon_check,,,,SDP,./scripts/WH/US_ALL/05_Queries/Reports_BOP/BE/Daily/RPT_01_Sport_Transaction.sql,v2.6.1_1.9_1.0,AZ/Sport_Pool_Transaction/{ed_year}/{ed_month}/{ed_day}/sport-pool-transaction-report-{fd_year}-{fd_month}-{fd_day}.csv,Sports Pool Transaction Report,5 17 * * *,Etc/UTC,2025-03-01 15:05:00,113,,
REPORT,sports_pool_voided_ticket_report_bop,SPVTRB,,False,True,False,get_current_date_6am,PdfHeader(),False,generic_reporting.az_004.recon_check,,,,SDP,./scripts/WH/US_ALL/05_Queries/Reports_BOP/BE/Daily/RPT_07_Sports_Voided_Ticket.sql,v2.6.1_1.9_1.0,AZ/Sports_Pool_Voided_Ticket/{ed_year}/{ed_month}/{ed_day}/sports-pool-voided-ticket-report-{fd_year}-{fd_month}-{fd_day}.csv,Sports Pool Voided Report,5 17 * * *,Etc/UTC,2025-03-01 15:05:00,114,,
REPORT,tax_reportable_win,TRW,,False,True,False,get_current_date,PdfHeader(),False,tax_reportable_win_feed,{ 'ssn': None },bop_kms,,SDP,./scripts/WH/US_ALL/05_Queries/Reports_BOP/BOP/RPT_09_TAX_REPORTABLE_WIN.sql,v2020.03.206459.0,AZ/Tax_Reportable_Win_Report/{ed_year}/{ed_month}/{ed_day}/WH_Tax_Reportable_Win_Report_{fd_month}-{fd_day}-{fd_year}.csv,Tax Reportable Win Report,20 16 * * *,Etc/UTC,2024-12-18 15:20:00,115,,
SENSOR,tax_reportable_win_feed,TRWFS,,,,,get_current_date,,,,,,,SDP,"SELECT (SELECT case when max(""LAST_UPDATE_PLAYER_EVENT_CREATE_TIMESTAMP_LOCAL"") > '{{ To_date }}' then true                     else false end         FROM   sdp.core.customer_account c join sdp.core.domain d                 ON c.domain_id = d.domain_id         WHERE  domain_code = '{{ DomainCd }}')    and (SELECT case when max(""TRANSACTION_INSERT_LOCAL_TIME"") > '{{ To_date }}' then true                  else false end      FROM   sdp.core.wallet_transaction w join sdp.core.domain d              ON w.domain_id = d.domain_id      WHERE  domain_code = '{{ DomainCd }}')    and (SELECT sdp.audit.is_etl_completed('TAX_REPORTABLE_WIN_FEED',                                        '{{ DomainCd }}',                                        '{{ To_date }}'))  ;",,,,20 16 * * *,Etc/UTC,,116,tax_reportable_win_feed,AZ
REPORT,tax_reportable_win_month_to_date,TRWMTD,,False,True,False,get_current_month_to_date_6am,PdfHeader(),False,tax_reportable_win,{ 'ssn': None },bop_kms,,SDP,./scripts/WH/US_ALL/05_Queries/Reports_BOP/BOP/RPT_09_TAX_REPORTABLE_WIN.sql,v2020.03.206459.0,AZ/Tax_Reportable_Win_Monthly_Report/{ed_year}/{ed_month}/{ed_day}/WH_Tax_Reportable_Win_Monthly_Report_{fd_month}-{fd_day}-{fd_year}.csv,Tax Reportable Win Monthly Report,20 16 * * *,Etc/UTC,2024-12-18 15:20:00,117,,
REPORT,tax_reportable_win_year_to_date,TRWYTD,,False,True,False,get_current_year_to_date_6am,PdfHeader(),False,tax_reportable_win,{ 'ssn': None },bop_kms,,SDP,./scripts/WH/US_ALL/05_Queries/Reports_BOP/BOP/RPT_09_TAX_REPORTABLE_WIN.sql,v2020.03.206459.0,AZ/Tax_Reportable_Win_Yearly_Report/{ed_year}/{ed_month}/{ed_day}/WH_Tax_Reportable_Win_Yearly_Report_{fd_month}-{fd_day}-{fd_year}.csv,Tax Reportable Win Yearly Report,20 16 * * *,Etc/UTC,2024-12-18 15:20:00,118,,
REPORT,taxable_handle_recap_vs_trans_month_to_date_report_bop,THRVTMTDRB,,False,True,False,get_current_month_to_date_6am,CsvHeader(),False,taxable_handle_recap_vs_trans_report_bop,,,,SDP,./scripts/WH/US_ALL/05_Queries/Report_Variances/TaxableHandle_Recap_Trans_bop_MTD.sql,v2023.12.1_1.9_1.0,AZ/TaxableHandleRecapVsTrans_Month_To_Date/{ed_year}/{ed_month}/{ed_day}/TaxableHandleRecapVsTrans_Month_To_Date_Report_{fd_month}-{fd_day}-{fd_year}.csv,Taxable Handle Recapvstrans,35 17 * * *,Etc/UTC,2025-03-01 15:35:00,119,,
REPORT,taxable_handle_recap_vs_trans_report_bop,THRVTRB,,False,True,False,get_current_date_6am,CsvHeader(),False,generic_reporting.az_004.recon_check,,,,SDP,./scripts/WH/US_ALL/05_Queries/Report_Variances/TaxableHandle_Recap_Trans_bop.sql,v2023.12.1_1.9_1.0,AZ/Taxable_Handle_Recap_Vs_Trans/{ed_year}/{ed_month}/{ed_day}/Taxable_handle_recap_vs_trans_report_{fd_month}-{fd_day}-{fd_year}.csv,Taxable Handle Recapvstrans,5 17 * * *,Etc/UTC,2025-03-01 15:05:00,120,,
REPORT,ticket_count_report,TCR,,False,True,False,get_current_date_6am,CsvHeader(),False,generic_reporting.az_004.recon_check,,,,SDP,./scripts/WH/US_ALL/05_Queries/Reports_BOP/DigitalRetail/MS/RPT_Ticket_Count.sql,v2.6.1_1.9_1.0,AZ/Ticket_Count_Report/{ed_year}/{ed_month}/{ed_day}/ticket-count-report-{fd_year}-{fd_month}-{fd_day}.csv,Ticket Count Report,45 17 * * *,Etc/UTC,2024-11-29 15:05:00,121,,
REPORT,wagering_summary_report_bop,WSRB,,False,True,False,get_current_date_6am,PdfHeader(),False,generic_reporting.az_004.recon_check,,,,SDP,./scripts/WH/US_ALL/05_Queries/Reports_BOP/BOP/RPT_08_WAGERING_SUMMARY.sql,v2020.03.206459.0,AZ/WageringSummary/{ed_year}/{ed_month}/{ed_day}/WH_WageringSummary_Report_{fd_month}-{fd_day}-{fd_year}.csv,Wagering Summary Report,5 17 * * *,Etc/UTC,2025-03-01 15:05:00,122,,
REPORT,wagering_summary_report_bop_month_to_date,WSRBMTD,,False,True,False,get_current_month_to_date_6am,PdfHeader(),False,wagering_summary_report_bop,,,,SDP,./scripts/WH/US_ALL/05_Queries/Reports_BOP/BOP/Monthly/RPT_08_WAGERING_SUMMARY.sql,v2.6.1_1.9_1.0,AZ/WH_WageringSummary_Month_To_Date/{ed_year}/{ed_month}/{ed_day}/WH_WageringSummary_Month_To_Date_Report_{fd_year}-{fd_month}-{fd_day}-to-{ed_year}-{ed_month}-{ed_day}.csv,Wagering Summary Month To Date Report,35 17 * * *,Etc/UTC,2025-03-01 15:35:00,123,,
REPORT,wallet_transactions_report,WTR,,False,True,False,get_current_date,CsvHeader(),False,daily_transaction_mart_data_feed,,,,SDP,./scripts/WH/US_ALL/05_Queries/Reports_BOP/BOP/RPT_10_WALLET_TRANSACTIONS.sql,v2020.03.206459.0,AZ/Wallet_Transactions_Report/{ed_year}/{ed_month}/{ed_day}/WH_Wallet_Transactions_Report_{fd_month}-{fd_day}-{fd_year}.csv,Wallet Transactions Report,5 17 * * *,Etc/UTC,2025-03-01 15:05:00,124,,
REPORT,sports_pool_voided_ticket_report_year_to_date_bop,SPVTRYTDB,,False,True,False,get_current_year_to_date_6am,PdfHeader(),False,sports_pool_voided_ticket_report_bop,,,,SDP,./scripts/WH/US_ALL/05_Queries/Reports_BOP/BE/Monthly/RPT_07_Sports_Voided_Ticket.sql,v2.6.1_1.9_1.0,AZ/Sports_Pool_Voided_Ticket_Year_To_Date/{ed_year}/{ed_month}/{ed_day}/sports-pool-voided-ticket-report-year-to-date-{fd_year}-{fd_month}-{fd_day}-to-{ed_year}-{ed_month}-{ed_day}.csv,Sports Pool Voided Year To Date Report,35 17 * * *,Etc/UTC,2025-07-01 16:35:00,125,,
REPORT,sports_pool_voided_ticket_report_month_to_date_bop,SPVTRMTDB,,False,True,False,get_current_month_to_date_6am,PdfHeader(),False,sports_pool_voided_ticket_report_bop,,,,SDP,./scripts/WH/US_ALL/05_Queries/Reports_BOP/BE/Monthly/RPT_07_Sports_Voided_Ticket.sql,v2.6.1_1.9_1.0,AZ/Sports_Pool_Voided_Ticket_Month_To_Date/{ed_year}/{ed_month}/{ed_day}/sports-pool-voided-ticket-report-month-to-date-{fd_year}-{fd_month}-{fd_day}-to-{ed_year}-{ed_month}-{ed_day}.csv,Sports Pool Voided Month To Date Report,35 17 * * *,Etc/UTC,2025-07-01 16:35:00,126,,
REPORT,sports_pool_cancelled_ticket_report_year_to_date_bop,SPCTRYTDB,,False,True,False,get_current_year_to_date_6am,PdfHeader(),False,sports_pool_cancelled_ticket_report_bop,,,,SDP,./scripts/WH/US_ALL/05_Queries/Reports_BOP/BE/Monthly/RPT_06_Sports_Pool_Cancelled_Report.sql,v2.6.1_1.9_1.0,AZ/Sports_Pool_Cancelled_Ticket_Year_To_Date/{ed_year}/{ed_month}/{ed_day}/sports-pool-cancelled-ticket-year-to-date-report-{fd_year}-{fd_month}-{fd_day}-to-{ed_year}-{ed_month}-{ed_day}.csv,Sports Pool Cancelled Year To Date Report,35 17 * * *,Etc/UTC,2025-07-01 16:35:00,127,,
REPORT,sports_pool_cancelled_ticket_report_month_to_date_bop,SPCTRMTDB,,False,True,False,get_current_month_to_date_6am,PdfHeader(),False,sports_pool_cancelled_ticket_report_bop,,,,SDP,./scripts/WH/US_ALL/05_Queries/Reports_BOP/BE/Monthly/RPT_06_Sports_Pool_Cancelled_Report.sql,v2.6.1_1.9_1.0,AZ/Sports_Pool_Cancelled_Ticket_Month_To_Date/{ed_year}/{ed_month}/{ed_day}/sports-pool-cancelled-ticket-month-to-date-report-{fd_year}-{fd_month}-{fd_day}-to-{ed_year}-{ed_month}-{ed_day}.csv,Sports Pool Cancelled Month To Date Report,35 17 * * *,Etc/UTC,2025-07-01 16:35:00,128,,
REPORT,retail_recap_all_report_life_time_to_date,RRARLTTD,,False,True,True,get_current_date_6am,PdfHeader(),False,retail_recap_all_report,,,,SDP,./scripts/WH/US_ALL/05_Queries/Reports_BOP/Retail/Monthly/RPT_Retail_All_Recap_LTD.sql,v2.6.1_1.9_1.0,AZ/Retail_Recap_All_Life_Time_To_Date/{ed_year}/{ed_month}/{ed_day}/sports-pool-retail-recap-all-report-life-time-to-date-{ed_year}-{ed_month}-{ed_day}.csv,Retail Sports Pool Recap Report Life Time To Date,35 17 * * *,Etc/UTC,2024-11-29 15:35:00,129,,
REPORT,retail_sports_pool_voided_ticket_report_month_to_date,RSPVTRMTD,,False,True,False,get_current_month_to_date_6am,PdfHeader(),False,"retail_sports_pool_voided_ticket_report, retail_recap_bets",,,,SDP,./scripts/WH/US_ALL/05_Queries/Reports_BOP/Retail/Monthly/RPT_Retail_Sports_Voided_Ticket_MTD.sql,v2.6.1_1.9_1.0,AZ/Retail_Sports_Pool_Voided_Ticket_Month_To_Date/{ed_year}/{ed_month}/{ed_day}/retail-sports-pool-voided-ticket-report-{fd_year}-{fd_month}-{fd_day}-to-{ed_year}-{ed_month}-{ed_day}.csv,Retail Sports Pool Voided Report MTD,5 17 * * *,Etc/UTC,2024-11-29 15:05:00,130,,
REPORT,retail_sports_pool_voided_ticket_report_month_to_date_per_community,RSPVTRMTDPC,"Chase_Field, Harrahs_Ak_Chin, Arizona_Downs",False,True,False,get_current_month_to_date_6am,PdfHeader(),False,retail_sports_pool_voided_ticket_report,,,,SDP,./scripts/WH/US_ALL/05_Queries/Reports_BOP/Retail/Monthly/RPT_Retail_Sports_Voided_Ticket_MTD_Per_Community.sql,v2.6.1_1.9_1.0,AZ/Retail_Sports_Pool_Voided_Ticket_Month_To_Date_Per_Community/{ed_year}/{ed_month}/{ed_day}/retail-sports-pool-voided-ticket-report-{community}-month-to-date-{fd_year}-{fd_month}-{fd_day}-to-{ed_year}-{ed_month}-{ed_day}-{ed_year}.csv,Retail Sports Pool Voided Report Per Community MTD,5 17 * * *,Etc/UTC,2024-11-29 15:05:00,131,,
REPORT,retail_sports_pool_cancelled_ticket_report_month_to_date,RSPCTRMTD,,False,True,False,get_current_month_to_date_6am,PdfHeader(),False,"retail_sports_pool_cancelled_ticket_report, retail_recap_bets",,,,SDP,./scripts/WH/US_ALL/05_Queries/Reports_BOP/Retail/Monthly/RPT_Retail_Cancelled_Ticket_MTD.sql,v2.6.1_1.9_1.0,AZ/Retail_Sports_Pool_Cancelled_Ticket_MTD/{ed_year}/{ed_month}/{ed_day}/retail-sports-pool-cancelled-ticket-report-month-to-date-{fd_year}-{fd_month}-{fd_day}-to-{ed_year}-{ed_month}-{ed_day}.csv,Retail Sports Pool Cancelled Report MTD,5 17 * * *,Etc/UTC,2024-11-29 15:05:00,132,,
REPORT,retail_sports_pool_cancelled_ticket_report_month_to_date_per_community,RSPCTRMTDPC,"Chase_Field, Harrahs_Ak_Chin, Arizona_Downs",False,True,False,get_current_month_to_date_6am,PdfHeader(),False,retail_sports_pool_cancelled_ticket_report,,,,SDP,./scripts/WH/US_ALL/05_Queries/Reports_BOP/Retail/Monthly/RPT_Retail_Cancelled_Ticket_MTD_Per_Community.sql,v2.6.1_1.9_1.0,AZ/Retail_Sports_Pool_Cancelled_Ticket_Month_To_Date_Per_Community/{ed_year}/{ed_month}/{ed_day}/retail-sports-pool-cancelled-ticket-report-{community}-month-to-date-{fd_year}-{fd_month}-{fd_day}-to-{ed_year}-{ed_month}-{ed_day}-{ed_year}.csv,Retail Sports Pool Cancelled Report Per Community MTD,5 17 * * *,Etc/UTC,2024-11-29 15:05:00,133,,
